W_SUBPART_LEVEL_INFORMATION.FACILITY_ID,W_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,W_SUBPART_LEVEL_INFORMATION.FACILITY_NAME,W_SUBPART_LEVEL_INFORMATION.GHG_NAME,W_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1004032,2014,COLUMBIA GAS TRANSMISSION LLC CLEVELAND 6C4330,METHANE,159.99
1004034,2014,AMEREN MISSOURI,CARBON DIOXIDE,16.1
1004404,2014,ARKOMA,METHANE,122.65
1004169,2014,COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS,NITROUS OXIDE,0
1004595,2014,RATTLESNAKE COMPRESSOR STATION,METHANE,3.54
1004068,2014,PG&E KETTLEMAN COMPRESSOR STATION,METHANE,177.59
1004068,2014,PG&E KETTLEMAN COMPRESSOR STATION,CARBON DIOXIDE,6.1
1006434,2014,PG&E DELEVAN COMPRESSOR STATION,NITROUS OXIDE,0
1004229,2014,FLORIDA CITY GAS,NITROUS OXIDE,0
1004647,2014,WASHINGTON 10 STORAGE (MICHIGAN CONSOLIDATED),METHANE,264.46
1004154,2014,CITY OF UNION  SOUTH CAROLINA,METHANE,180.32
1004336,2014,TEXAS GAS SERVICE,METHANE,3539.47
1004336,2014,TEXAS GAS SERVICE,NITROUS OXIDE,0
1004302,2014,BEAVER GAS PLANT,METHANE,78.16
1004250,2014,MITCHELL PLANT,METHANE,0
1005691,2014,WAHA GAS PLANT,NITROUS OXIDE,.335
1007352,2014,TARGA MIDSTREAM SERVICES LLC - LOWRY GAS PROCESSING PLANT,NITROUS OXIDE,.002
1004086,2014,CENTERPOINT ENERGY MINNESOTA GAS,METHANE,3368.82
1004086,2014,CENTERPOINT ENERGY MINNESOTA GAS,NITROUS OXIDE,0
1004088,2014,TARGA MIDSTREAM SERVICES LLC - YSCLOSKEY GAS PROCESSING PLANT,METHANE,0
1004088,2014,TARGA MIDSTREAM SERVICES LLC - YSCLOSKEY GAS PROCESSING PLANT,NITROUS OXIDE,0
1004294,2014,GREY RANCH TREATING PLANT,METHANE,0
1004294,2014,GREY RANCH TREATING PLANT,CARBON DIOXIDE,0
1004210,2014,INDIANA GAS COMPANY,METHANE,5315.07
1009519,2014,SUMMIT NATURAL GAS OF MISSOURI,CARBON DIOXIDE,6
1009264,2014,355 CHATAUQUE PLATFORM,NITROUS OXIDE,.061
1008304,2014,COLUMBIA GAS TRANSMISSION LLC WAYNESBURG COMPRESSOR STATION,METHANE,187.24
1008363,2014,LINN ENERGY 305 MICHIGAN BASIN,CARBON DIOXIDE,53028.8
1008308,2014,LINN ENERGY 760 LOS ANGELES BASIN,NITROUS OXIDE,.076
1009183,2014,WHITING OIL AND GAS CORPORATION 507 CENTRAL WESTERN OVERTHRUST,METHANE,925.9
1008141,2014,OXY PERMIAN BASIN - 430,METHANE,1731.24
1004837,2014,KEATCHIE GAS PLANT,METHANE,193.68
1003922,2014,VERMONT GAS SYSTEMS  INC.,NITROUS OXIDE,0
1008226,2014,SNG STATION 5283 HALL GATE  GA,NITROUS OXIDE,0
1008240,2014,EPNG STATION 6348 PLAINS  TX,NITROUS OXIDE,0
1009338,2014,SNG STATION 5245 SELMA  AL,METHANE,263.44
1009338,2014,SNG STATION 5245 SELMA  AL,NITROUS OXIDE,0
1004975,2014,ARKANSAS OKLAHOMA GAS CORP (AR),NITROUS OXIDE,0
1004977,2014,QUESTAR GAS COMPANY,METHANE,3318.28
1004893,2014,TARGA MIDSTREAM SERVICES LLC - MONUMENT GAS PROCESSING PLANT,METHANE,225.64
1005933,2014,WOOLLY HOLLOW COMPRESSOR STATION,NITROUS OXIDE,0
1005771,2014,CLARKE-MOBILE COUNTIES GAS DISTRICT,METHANE,72.03
1008151,2014,CIG STATION 5610 GREASEWOOD  CO,NITROUS OXIDE,0
1008155,2014,EP ENERGY E&P 230 ARKLA BASIN,METHANE,1173.68
1008155,2014,EP ENERGY E&P 230 ARKLA BASIN,NITROUS OXIDE,0
1008155,2014,EP ENERGY E&P 230 ARKLA BASIN,CARBON DIOXIDE,253.4
1008429,2014,KMTP STATION 555 GOODRICH  TX,NITROUS OXIDE,0
1008625,2014,MARATHON ALASKA PRODUCTION  LLC - COOK INLET BASIN (AAPG BASIN NUMBER 820),METHANE,0
1008625,2014,MARATHON ALASKA PRODUCTION  LLC - COOK INLET BASIN (AAPG BASIN NUMBER 820),CARBON DIOXIDE,0
1004846,2014,VECTOR PIPELINE LP SPRINGVILLE,NITROUS OXIDE,0
1008577,2014,BASIN 395 NORTH DAKOTA,NITROUS OXIDE,.255
1008502,2014,CABOT OIL & GAS CORPORATION 160 APPALACHIAN BASIN,METHANE,578.2
1004654,2014,SCE&G GAS OPERATIONS,CARBON DIOXIDE,24.8
1008697,2014,CIMAREX ENERGY CO. OF COLORADO 350 SOUTH OKLAHOMA,NITROUS OXIDE,.002
1008541,2014,CIMAREX ENERGY CO. 220 GULF COAST,CARBON DIOXIDE,14316.4
1008703,2014,KEY PRODUCTION CO. 360 ANADARKO,METHANE,1277.46
1008160,2014,BENNINGTON COMPRESSOR STATION,CARBON DIOXIDE,2.6
1009400,2014,GOODRICH PETROLEUM CO.  260  EAST TEXAS BASIN,CARBON DIOXIDE,4294.3
1009384,2014,RAM ENERGY  INC. 435 PALO DURO BASIN,NITROUS OXIDE,0
1009471,2014,SOUTHERN STAR-WELDA COMPRESSOR STATION,NITROUS OXIDE,0
1009471,2014,SOUTHERN STAR-WELDA COMPRESSOR STATION,CARBON DIOXIDE,50
1008883,2014,MARATHON OIL COMPANY 230 ARKLA BASIN,METHANE,1481.24
1005235,2014,ANR PIPELINE BROWNSVILLE CS,NITROUS OXIDE,0
1008604,2014,PIONEER NATURAL RESOURCES USA  INC.  GULF COAST BASIN,METHANE,3577.12
1008604,2014,PIONEER NATURAL RESOURCES USA  INC.  GULF COAST BASIN,NITROUS OXIDE,.883
1008536,2014,CHESAPEAKE OPERATING INC.  415 - STRAWN BASIN,CARBON DIOXIDE,298633.5
1005243,2014,ANR PIPELINE PATTERSON CS,CARBON DIOXIDE,2.7
1007481,2014,CONOCOPHILLIPS' UINTA (575),CARBON DIOXIDE,398.7
1007483,2014,CONOCOPHILLIPS' WIND RIVER (530),NITROUS OXIDE,.007
1004727,2014,TOCA GAS PROCESSING PLANT,METHANE,153.83
1001390,2014,ATMOS ENERGY CORPORATION - LOUISIANA,METHANE,1832.55
1006750,2014,TRC CYPRESS GROUP LLC,NITROUS OXIDE,.047
1009076,2014,580 SAN JUAN BASIN - BP AMERICA PRODUCTION COMPANY,CARBON DIOXIDE,278433.9
1009170,2014,260 EAST TEXAS BASIN - BP AMERICA PRODUCTION COMPANY,METHANE,1474.51
1009069,2014,QUICKSILVER RESOURCES INC.,METHANE,1500.48
1008937,2014,APPALACHIAN BASIN - AAPG PROVINCE 160A,METHANE,3601.79
1008111,2014,CONOCOPHILLIPS ALASKA INC - KRU-ALP FIELDS,NITROUS OXIDE,2.058
1004858,2014,NORTHERN BORDER PIPELINE ZEELAND CS#8,METHANE,40.66
1005010,2014,GREAT LAKES GAS TRANSMISSION PIPELINE OTISVILLE CS#13,NITROUS OXIDE,0
1006029,2014,XTO ENERGY INC - PLATFORM C,NITROUS OXIDE,.093
1001558,2014,ALLIANCE PIPELINE  L.P.-WIMBLEDON COMPRESSOR STATION,NITROUS OXIDE,0
1008332,2014,ANTELOPE RIDGE GAS PLANT,NITROUS OXIDE,0
1008332,2014,ANTELOPE RIDGE GAS PLANT,CARBON DIOXIDE,7895.879
1008217,2014,ROBERTS RANCH GAS PLANT,CARBON DIOXIDE,22541.807
1009062,2014,NFGSC ROYSTONE STATION,NITROUS OXIDE,0
1009387,2014,XTO ENERGY INC 415 STRAWN,METHANE,12241.18
1009387,2014,XTO ENERGY INC 415 STRAWN,NITROUS OXIDE,1.81
1009139,2014,XTO ENERGY INC 455 LAS VEGAS RATON,CARBON DIOXIDE,26908.9
1009389,2014,XTO ENERGY INC 575 UINTAH,NITROUS OXIDE,.29
1008275,2014,XTO ENERGY INC 395 WILLISTON,METHANE,12993.95
1004935,2014,ANR PIPELINE HAVENSVILLE CS,METHANE,46.21
1004778,2014,GAS TRANSMISSION NORTHWEST PIPELINE KENT CS#10,NITROUS OXIDE,0
1008080,2014,NGPL STATION 194 WILSON  KS,NITROUS OXIDE,0
1009151,2014,TRANSCO STATION 83,NITROUS OXIDE,0
1009163,2014,NORTHWEST PIPELINE GP SUMNER C/S,NITROUS OXIDE,0
1009163,2014,NORTHWEST PIPELINE GP SUMNER C/S,CARBON DIOXIDE,.7
1009215,2014,NORTHWEST PIPELINE GP WASHOUGAL C/S,CARBON DIOXIDE,2.8
1009017,2014,NORTHWEST PIPELINE GP GOLDENDALE C/S,METHANE,249.86
1009019,2014,NORTHWEST PIPELINE GP ROOSEVELT C/S,CARBON DIOXIDE,3.4
1008083,2014,TARGA CHESTER GAS PROCESSING PLANT,NITROUS OXIDE,0
1008086,2014,CRESCENT POINT ENERGY U.S. CORP - UINTA BASIN (575) OPERATIONS,NITROUS OXIDE,.1
1008499,2014,745 SAN JOAQUIN BASIN CHEVRON USA INC.,NITROUS OXIDE,.113
1008451,2014,SAMSON RESOURCES 345 ARKOMA,METHANE,5637.59
1004782,2014,GAS TRANSMISSION NORTHWEST PIPELINE IONE CS#9,METHANE,7.78
1005014,2014,GREAT LAKES GAS TRANSMISSION PIPELINE BOYNE FALLS CS#11,METHANE,15.78
1005014,2014,GREAT LAKES GAS TRANSMISSION PIPELINE BOYNE FALLS CS#11,NITROUS OXIDE,0
1008277,2014,EUGENE ISLAND 252 I,CARBON DIOXIDE,11.4
1008281,2014,MAIN PASS 41 B O BB,NITROUS OXIDE,0
1008284,2014,SOUTH TIMBALIER 151,CARBON DIOXIDE,.7
1009276,2014,415 STRAWN BASIN DEC,METHANE,3218.26
1008617,2014,DENBURY ONSHORE LLC 395 WILLISTON,NITROUS OXIDE,.027
1008617,2014,DENBURY ONSHORE LLC 395 WILLISTON,CARBON DIOXIDE,17254.9
1009520,2014,HOBBS FRACTIONATION FACILITY,METHANE,2.76
1008956,2014,CHEVRON MCA 360 ANADARKO BASIN,NITROUS OXIDE,.004
1008968,2014,FREER 44 COMPRESSOR STATION,METHANE,253.86
1008968,2014,FREER 44 COMPRESSOR STATION,CARBON DIOXIDE,7.6
1005550,2014,CHESAPEAKE UTILITIES - DE DIVISION,METHANE,212.18
1009098,2014,CHEVRON 160A APPALACHIAN BASIN,METHANE,5161.6
1008392,2014,260 EAST TEXAS BASIN DEC,CARBON DIOXIDE,27034.4
1008219,2014,EOG RESOURCES  INC.220 GULF COAST BASIN,NITROUS OXIDE,4.872
1008219,2014,EOG RESOURCES  INC.220 GULF COAST BASIN,CARBON DIOXIDE,932355.2
1008114,2014,EOG RESOURCES  INC. 415 STRAWN BASIN,METHANE,15615.36
1000011,2014,CENTRAL HUDSON GAS AND ELECTRIC CORPORATION,METHANE,1350.77
1008353,2014,EOG RESOURCES  INC. 535 GREEN RIVER BASIN,METHANE,5265.26
1009246,2014,EOG RESOURCES  INC. 400 OUACHITA FOLDED BELT,NITROUS OXIDE,.005
1008405,2014,CALIFORNIA RESOURCES PRODUCTION CORPORATION – SACRAMENTO VALLEY BASIN 730,METHANE,5641.52
1008405,2014,CALIFORNIA RESOURCES PRODUCTION CORPORATION – SACRAMENTO VALLEY BASIN 730,NITROUS OXIDE,.153
1008405,2014,CALIFORNIA RESOURCES PRODUCTION CORPORATION – SACRAMENTO VALLEY BASIN 730,CARBON DIOXIDE,79481.9
1008134,2014,NEWFIELD.350.SOUTH OKLAHOMA FOLDED BELT,CARBON DIOXIDE,83472.3
1009263,2014,220 GULF COAST,NITROUS OXIDE,.004
1005531,2014,CITY OF CLARKSVILLE GAS & WATER DEPT,NITROUS OXIDE,0
1009547,2014,JONES ENERGY 360 ANADARKO BASIN,NITROUS OXIDE,.346
1009783,2014,WHITE OAK ENERGY 220 GULF COAST BASIN (LA  TX),NITROUS OXIDE,.071
1009813,2014,BREITBURN OPERATING LP 430 PERMIAN,NITROUS OXIDE,.062
1009593,2014,FORT BEELER GAS PLANT,NITROUS OXIDE,.001
1009889,2014,SNG STATION 5288 WRENS  GA,NITROUS OXIDE,0
1010673,2014,CCI PARADOX UPSTREAM LLC 585 PARADOX BASIN,NITROUS OXIDE,.023
1010673,2014,CCI PARADOX UPSTREAM LLC 585 PARADOX BASIN,CARBON DIOXIDE,5556
1009571,2014,CRI 345 ARKOMA,CARBON DIOXIDE,2514.2
1009545,2014,JONES ENERGY 345 ARKOMA BASIN,NITROUS OXIDE,.023
1009862,2014,MEMORIAL RESOURCE DEVELOPMENT LLC 220 GULF COAST BASIN (LA  TX),CARBON DIOXIDE,48539.9
1010715,2014,SP 93 A,CARBON DIOXIDE,.2
1008674,2014,INTERSTATE POWER & LIGHT - MN GAS DISTRIBUTION,CARBON DIOXIDE,1.2
1009914,2014,SOUTH PASS 60,NITROUS OXIDE,.005
1009916,2014,GREEN CANYON 65A,NITROUS OXIDE,.006
1009956,2014,RESOLUTE NATURAL RESOURCES COMPANY  LLC. 585 PARADOX BASIN,METHANE,142.57
1009956,2014,RESOLUTE NATURAL RESOURCES COMPANY  LLC. 585 PARADOX BASIN,CARBON DIOXIDE,171549.2
1010047,2014,TARGA MIDSTREAM SERVICES LLC - NEW HARP COMPRESSOR STATION,METHANE,96.78
1010138,2014,FOREST OIL CORPORATION 260 EAST TEXAS BASIN,NITROUS OXIDE,.04
1010237,2014,ATLAS 420/FORT WORTH SYNCLINE BASIN - JACKSBORO,METHANE,1159.86
1010369,2014,HALCON RESOURCES CORPORATION 435 PALO DURO BASIN,METHANE,0
1010369,2014,HALCON RESOURCES CORPORATION 435 PALO DURO BASIN,NITROUS OXIDE,0
1010750,2014,CLIFFSIDE CRUDE HELIUM ENRICHMENT UNIT,CARBON DIOXIDE,2427
1010771,2014,HOPEDALE FRACTIONATION FACILITY,NITROUS OXIDE,.001
1010060,2014,GREEN CANYON 237 B,METHANE,85.12
1010020,2014,GARDEN BANKS 260 A,METHANE,1173.42
1006152,2014,MULLINVILLE COMPRESSOR STATION,NITROUS OXIDE,0
1010475,2014,AJAX PLANT,CARBON DIOXIDE,437.3
1011138,2014,ANR PIPELINE DELHI CS,METHANE,98.01
1011185,2014,ABRAXAS PETROLEUM CORP. 395 WILLISTON,CARBON DIOXIDE,62990.2
1003754,2014,KASH OIL & GAS - BASIN 220,NITROUS OXIDE,.005
1010477,2014,EPNG STATION 6543 LORDSBURG,METHANE,108.49
1010483,2014,TGP STATION 315 WELLSBORO,NITROUS OXIDE,0
1010176,2014,EQUAL ENERGY-355-CHAUTAQUA PLATFORM,CARBON DIOXIDE,9309.2
1010152,2014,BLUESTONE GAS PROCESSING PLANT,CARBON DIOXIDE,12465
1010544,2014,BELLMON GAS PLANT,NITROUS OXIDE,.035
1010544,2014,BELLMON GAS PLANT,CARBON DIOXIDE,20042.8
1010584,2014,WHO DAT PRODUCTION FACILITY (MISSISSIPPI CANYON 547A),METHANE,221.92
1011081,2014,CMO  INC.,CARBON DIOXIDE,41502.7
1010281,2014,GC 254 A (ALLEGHENY),CARBON DIOXIDE,1751.5
1010194,2014,BLACK HAWK CENTRAL PRODUCTION FACILITY,NITROUS OXIDE,0
1010337,2014,EQUAL ENERGY-360-ANADARKO BASIN,CARBON DIOXIDE,0
1010583,2014,FARIBAULT COMPRESSOR STATION (FARIBAULT  MN),CARBON DIOXIDE,.9
1009660,2014,ENERVEST OPERATING  L.L.C. 345 ARKOMA BASIN,CARBON DIOXIDE,13788.9
1010272,2014,MILAGRO EXPLORATION  LLC 220 - GULF COAST BASIN (LA  TX),CARBON DIOXIDE,109920.4
1010159,2014,CITY OF LEXINGTON,METHANE,78.65
1010634,2014,DEADWOOD CRYO PLANT,METHANE,255.4
1010691,2014,RED BLUFF PROCESSING PLANT,METHANE,214.44
1010996,2014,TGP STATION 230  LOCKPORT COMPRESSOR STATION,METHANE,64.02
1009562,2014,SM ENERGY (BASIN 345) EAST CENTRAL OKLAHOMA,METHANE,272.06
1009674,2014,SM ENERGY (BASIN 430) PERMIAN BASIN,NITROUS OXIDE,.255
1009772,2014,KH NORTH ELM GROVE GAS TREATING FACILITY HAUGHTON  LA,CARBON DIOXIDE,382
1009650,2014,EPL OIL AND GAS  INC.. - ST 26 C  D  F (COMPLEX ID # 21782),METHANE,86.04
1009588,2014,LEWIS ENERGY GROUP,CARBON DIOXIDE,90093.4
1009707,2014,COG OPERATING LLC  430 PERMIAN BASIN,NITROUS OXIDE,0
1009788,2014,NADEL AND GUSSMAN PERMIAN BASIN NO. 430,NITROUS OXIDE,.146
1009788,2014,NADEL AND GUSSMAN PERMIAN BASIN NO. 430,CARBON DIOXIDE,62407.6
1011174,2014,LEESBURG STATION - DOMINION TRANSMISSION  INC,CARBON DIOXIDE,3.1
1010142,2014,WILLISTON BASIN,NITROUS OXIDE,0
1010484,2014,SANGUINE GAS EXPLORATION  LLC 350 SOUTH OKLAHOMA FOLDED BELT,METHANE,0
1010484,2014,SANGUINE GAS EXPLORATION  LLC 350 SOUTH OKLAHOMA FOLDED BELT,CARBON DIOXIDE,165.9
1010945,2014,EXCO RESOURCES  INC. - GULF COAST BASIN #220,CARBON DIOXIDE,120178.6
1009770,2014,KH HEFLIN GAS TREATING FACILITY RINGGOLD  LA,METHANE,1.88
1011007,2014,EEC STATION 5412 HARTWELL  GA,CARBON DIOXIDE,.6
1009837,2014,1.	TECPETROL CORPORATION 220 GULF COAST BASIN (LA  TX),METHANE,492.64
1009488,2014,ROSEWOOD 540 DENVER BASIN,NITROUS OXIDE,.003
1009653,2014,FASKEN OIL AND RANCH  LTD. 220 GULF COAST BASIN,CARBON DIOXIDE,0
1009839,2014,MIDAMERICAN ENERGY COMPANY - BETTENDORF LNG,CARBON DIOXIDE,29.3
1009845,2014,SHERIDAN PRODUCTION COMPANY LLC 360 ANADARKO BASIN,METHANE,583.94
1009845,2014,SHERIDAN PRODUCTION COMPANY LLC 360 ANADARKO BASIN,CARBON DIOXIDE,20740.2
1009608,2014,ANR PIPELINE MOORELAND CS,CARBON DIOXIDE,.1
1011290,2014,ANDERSON ENERGY  INC. 385 - CENTRAL KANSAS UPLIFT,NITROUS OXIDE,0
1011749,2014,BBX 220 GULF COAST BASIN,METHANE,1249.82
1011749,2014,BBX 220 GULF COAST BASIN,CARBON DIOXIDE,67196.9
1011244,2014,DENBURY ONSHORE LLC 515 POWDER RIVER,METHANE,268.51
1011677,2014,MACKSVILLE COMPRESSOR STATION,CARBON DIOXIDE,4.4
1011684,2014,VANTAGE FORT WORTH ENERGY LLC 420 FORT WORTH SYNCLINE,NITROUS OXIDE,.296
1011722,2014,MIDMAR EAST GAS PLANT,METHANE,239.11
1011678,2014,VANTAGE ENERGY APPALACHIA II LLC 160A APPALACHIA BASIN EASTERN OVERTHRUST AREA,NITROUS OXIDE,.451
1011289,2014,ANDERSON ENERGY  INC. 375 - SEDGWICK BASIN,CARBON DIOXIDE,155.2
1011555,2014,PARSLEY ENERGY  INC. 430 PERMIAN BASIN,CARBON DIOXIDE,108181.5
1011341,2014,NEW ALBANY MUNICIPAL GAS SYSTEM,CARBON DIOXIDE,1
1011250,2014,AMERICAN EAGLE ENERGY,NITROUS OXIDE,.093
1011250,2014,AMERICAN EAGLE ENERGY,CARBON DIOXIDE,37330.7
1011265,2014,TEXAS GAS TRANSMISSION - COLUMBIA STATION,NITROUS OXIDE,0
1011269,2014,CCI GULF COAST UPSTREAM LLC,METHANE,692.72
1011535,2014,VANGUARD PICEANCE BASIN (595),METHANE,7421.27
1011617,2014,HANOVER (TE),CARBON DIOXIDE,.2
1011745,2014,EOG RESOURCES  SMILEY HUB,CARBON DIOXIDE,4512.2
1011670,2014,SILVER PLANT,METHANE,1422.41
1011670,2014,SILVER PLANT,CARBON DIOXIDE,4497.4
1011297,2014,SAGA PETROLEUM 200 WARRIOR BASIN,METHANE,532.93
1011297,2014,SAGA PETROLEUM 200 WARRIOR BASIN,CARBON DIOXIDE,33052.8
1011308,2014,REX ENERGY CORPORATION APPALACHIAN BASIN EASTERN OVERTHRUST (160A) OPERATIONS,NITROUS OXIDE,.452
1011421,2014,LINN ENERGY 220 GULF COAST BASIN,NITROUS OXIDE,.031
1011450,2014,JONAH ENERGY LLC_AAPG 535_GREEN RIVER BASIN,METHANE,3576.56
1011304,2014,DEWITT GAS PLANT,NITROUS OXIDE,.047
1011638,2014,EI 119 F (COMPLEX ID # 20840),METHANE,1181.13
1011524,2014,TARGA BADLANDS LLC - LITTLE MISSOURI GAS PLANT,CARBON DIOXIDE,2105.3
1011519,2014,VANGUARD BASIN 430 (PERMIAN),CARBON DIOXIDE,5107.4
1011527,2014,MISSISSIPPI CANYON 724 GULFSTAR 1 (TUBULAR BELLS),NITROUS OXIDE,.403
1011629,2014,SHIP SHOAL 300 B,METHANE,1448.22
1011644,2014,SHIP SHOAL 208 H (COMPLEX ID # 20328),METHANE,1847.77
1011223,2014,PETRO HARVESTER - GULF COAST BASIN (BASIN 220),NITROUS OXIDE,.064
1011659,2014,ENDEAVOR ENERGY RESOURCES LP 430 PERMIAN BASIN,METHANE,8932.04
1011659,2014,ENDEAVOR ENERGY RESOURCES LP 430 PERMIAN BASIN,NITROUS OXIDE,.134
1011599,2014,MP 311 B (COMPLEX ID # 22523),NITROUS OXIDE,0
1011599,2014,MP 311 B (COMPLEX ID # 22523),CARBON DIOXIDE,17.7
1011652,2014,URBAN 220 GULF COAST BASIN (LA  TX),NITROUS OXIDE,.156
1011652,2014,URBAN 220 GULF COAST BASIN (LA  TX),CARBON DIOXIDE,86736.2
1011278,2014,PALO DURO GAS PROCESSING FACILITY,METHANE,3.36
1011282,2014,SUMMIT NATURAL GAS OF MAINE,CARBON DIOXIDE,0
1011634,2014,CLENDENIN COMPRESSOR STATION,NITROUS OXIDE,0
1011311,2014,BONES SPRINGS PLANT,METHANE,23.26
1011318,2014,PEAK POWDER RIVER RESOURCES,CARBON DIOXIDE,53544.8
1011405,2014,NW NATURAL - WASHINGTON,METHANE,310.4
1011405,2014,NW NATURAL - WASHINGTON,CARBON DIOXIDE,9.3
1011508,2014,FOUNDATION ENERGY MANAGEMENT- LAS ANIMAS ARCH BASIN,NITROUS OXIDE,0
1011509,2014,TARGA MIDSTREAM SERVICES LLC - RAILWAY RANCH COMPRESSOR STATION,METHANE,76.68
1011498,2014,LEGACY RESERVES BASIN 430,CARBON DIOXIDE,101169.3
1011530,2014,HAWKVILLE NORTH EAST CENTRAL DELIVERY POINT,CARBON DIOXIDE,27979.3
1011561,2014,HANCOCK COMPRESSOR STATION,METHANE,16.8
1011628,2014,TGP STATION 303  SENECA  PA,METHANE,59.31
1011613,2014,MAIN PASS 108 A,CARBON DIOXIDE,23.9
1011614,2014,LONESTAR PROCESSING FACILITY,METHANE,1108.8
1011576,2014,ANR PIPELINE GOODMAN CS,METHANE,1185.97
1011576,2014,ANR PIPELINE GOODMAN CS,NITROUS OXIDE,0
1011643,2014,WD 79 A & F (COMPLEX ID # 20491),NITROUS OXIDE,0
1011650,2014,LEAF RIVER ENERGY CENTER  LLC,NITROUS OXIDE,0
1002097,2014,LAMAR COMPRESSOR STATION,METHANE,207.68
1007049,2014,TRANSCO STATION 110,METHANE,473.73
1001848,2014,TGP STATION 63 BATESVILLE  MS,CARBON DIOXIDE,10
1006311,2014,SONORA GAS PLANT,NITROUS OXIDE,.004
1002515,2014,ARTESIA GAS PLANT,NITROUS OXIDE,.014
1000202,2014,NGPL STATION 198 KNOXVILLE  IA,NITROUS OXIDE,0
1007191,2014,TGP STATION 200 GREENUP  KY,NITROUS OXIDE,0
1001657,2014,SLNG ELBA ISLAND TERMINAL SAVANNAH  GA,METHANE,49.2
1001660,2014,TGP STATION 214 CARROLLTON,NITROUS OXIDE,0
1002133,2014,WIC STATION 7950 DOUGLAS  WY,METHANE,339.31
1002139,2014,THUNDER HAWK,CARBON DIOXIDE,4119.6
1003066,2014,NATIONAL FUEL GAS DISTRIBUTION CORPORATION,METHANE,8037.76
1002521,2014,KING RANCH GAS PLANT,METHANE,1980.28
1002521,2014,KING RANCH GAS PLANT,NITROUS OXIDE,.002
1002676,2014,HAWKINS GAS PLANT,METHANE,68.91
1002015,2014,CIG STATION 5690 MUDDY GAP  WY,CARBON DIOXIDE,.7
1006898,2014,BIENVILLE CMP STN,METHANE,160.56
1002381,2014,SPRABERRY GAS PLANT,METHANE,205.757
1002029,2014,WILCOX GAS PLANT,CARBON DIOXIDE,68240.823
1001966,2014,THE PEOPLES GAS LIGHT AND COKE COMPANY,NITROUS OXIDE,.011
1002761,2014,KERN RIVER GAS TRANSMISSION COMPANY: MUDDY CREEK COMPRESSOR STATION,NITROUS OXIDE,0
1002761,2014,KERN RIVER GAS TRANSMISSION COMPANY: MUDDY CREEK COMPRESSOR STATION,CARBON DIOXIDE,2.7
1002763,2014,KERN RIVER GAS TRANSMISSION COMPANY: DRY LAKE COMPRESSOR STATION,CARBON DIOXIDE,1.1
1004108,2014,OKLAHOMA NATURAL GAS CO.,NITROUS OXIDE,0
1008418,2014,HELIS OIL & GAS COMPANY WILLISTON BASIN (395) OPERATIONS,CARBON DIOXIDE,0
1003539,2014,HILL LAKE GAS STORAGE  LLC,NITROUS OXIDE,0
1002827,2014,FLORIDA GAS TRANSMISSION COMPANY - MT VERNON,CARBON DIOXIDE,14.9
1002979,2014,MAIN LINE #1,CARBON DIOXIDE,5.6
1000180,2014,SHERMANS DALE STATION,CARBON DIOXIDE,15.6
1002006,2014,BEAVER COMPRESSOR STATION,CARBON DIOXIDE,17.3
1001728,2014,MARCO POLO TLP  GREEN CANYON 608 PLATFORM,NITROUS OXIDE,.043
1001779,2014,CONSTITUTION SPAR  GREEN CANYON 680 PLATFORM,NITROUS OXIDE,.122
1002943,2014,BARGATH  INC.- PARACHUTE,METHANE,1499.66
1003316,2014,HIDETOWN PLANT,CARBON DIOXIDE,2170.3
1006984,2014,TRANSCO STATION 195,METHANE,64.89
1004770,2014,ROBERSON COMPRESSOR STATION,CARBON DIOXIDE,4.8
1002131,2014,MEDUSA,CARBON DIOXIDE,7546.4
1009903,2014,STATION 821 (JOHNSON BAYOU),CARBON DIOXIDE,29.1
1004940,2014,SOUTHERN CALIFORNIA GAS COMPANY - ALISO CANYON,CARBON DIOXIDE,37.5
1006610,2014,MIDWEST ENERGY  INC.,METHANE,854.78
1010366,2014,HALCON RESOURCES CORPORATION 395 WILLISTON BASIN,METHANE,2588.66
1005858,2014,DENVER UNIT CO 2 RECOVERY PLANT,METHANE,191.36
1005332,2014,LUCEDALE (SESH) COMPRESSOR STATION,CARBON DIOXIDE,1.2
1005011,2014,NORTHERN BORDER PIPELINE MANNING CS#5,METHANE,379.26
1005723,2014,TRUSSVILLE UTILITIES,METHANE,81.42
1008716,2014,CHAUTAUQUA FACILITY,METHANE,47.87
1008090,2014,ENCANA OIL & GAS - GULF COAST BASIN,CARBON DIOXIDE,60538.7
1008471,2014,CRI 395 WILLISTON,CARBON DIOXIDE,880084.9
1008346,2014,AERA ENERGY SAN JOAQUIN BASIN,NITROUS OXIDE,.246
1005013,2014,GAS TRANSMISSION NORTHWEST PIPELINE BEND CS#12,METHANE,40.87
1004995,2014,DELHI (SESH) COMPRESSOR STATION,METHANE,163.72
1008402,2014,CALIFORNIA RESOURCES PRODUCTION CORPORATION – SAN JOAQUIN VALLEY BASIN 745,CARBON DIOXIDE,32917.7
1008827,2014,MOBLEY  GAS PLANT,METHANE,359.9
1002839,2014,NGPL STATION 206 STORAGE  ST ELMO  IL,NITROUS OXIDE,.001
1010319,2014,BREITBURN OPERATING LP-BASIN 507,METHANE,1379.86
